                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     30,                 1.1676,                0.80104,                 1.2238,                0.79956,                0.72481,                0.81619,                0.53072,                 1.2284,                0.84613,                 1.2627,               0.009043,               0.009043,               0.009043
                     31,                 1.1692,                0.79017,                 1.2264,                0.78423,                 0.7382,                0.81747,                 0.5352,                 1.2386,                0.82896,                 1.2709,                0.00901,                0.00901,                0.00901
                     32,                 1.1588,                 0.7863,                 1.2254,                0.78404,                0.73612,                0.81659,                0.53254,                 1.2435,                0.83227,                 1.2861,               0.008977,               0.008977,               0.008977
                     33,                 1.1546,                0.78207,                 1.2151,                0.79357,                0.73297,                0.81176,                0.52777,                 1.2458,                0.84076,                 1.2827,               0.008944,               0.008944,               0.008944
                     34,                 1.1637,                0.78843,                 1.2209,                0.78511,                0.73612,                 0.8223,                0.53769,                 1.2311,                0.82212,                 1.2632,               0.008911,               0.008911,               0.008911
                     35,                  1.162,                0.78187,                 1.2207,                0.80529,                0.73902,                 0.8268,                0.54363,                  1.217,                 0.8081,                 1.2513,               0.008878,               0.008878,               0.008878
                     36,                  1.158,                0.78209,                 1.2233,                0.77892,                0.74665,                0.82121,                0.54269,                 1.2239,                0.79418,                  1.266,               0.008845,               0.008845,               0.008845
                     37,                 1.1484,                0.76637,                 1.2133,                0.79507,                 0.7448,                0.82431,                0.54432,                 1.2178,                0.80533,                 1.2533,               0.008812,               0.008812,               0.008812
                     38,                 1.1562,                0.77267,                 1.2152,                0.79529,                0.73691,                0.81916,                0.53841,                 1.2324,                0.80065,                 1.2655,               0.008779,               0.008779,               0.008779
                     39,                 1.1485,                0.76595,                 1.2139,                0.78773,                 0.7303,                0.81428,                0.53737,                 1.2292,                0.81519,                 1.2642,               0.008746,               0.008746,               0.008746
                     40,                 1.1516,                0.76963,                 1.2195,                0.79298,                0.72876,                0.81945,                0.54121,                 1.2284,                0.81043,                 1.2792,               0.008713,               0.008713,               0.008713
                     41,                 1.1448,                0.75904,                 1.2061,                0.80541,                0.71718,                0.81139,                0.53721,                 1.2293,                0.83267,                 1.2572,                0.00868,                0.00868,                0.00868
                     42,                 1.1336,                0.76042,                  1.213,                0.78432,                0.74059,                0.82248,                0.54358,                 1.2329,                0.78947,                 1.2694,               0.008647,               0.008647,               0.008647
                     43,                 1.1458,                0.76048,                 1.1964,                0.79261,                0.74717,                0.83216,                0.54997,                 1.2109,                0.79942,                 1.2514,               0.008614,               0.008614,               0.008614
                     44,                 1.1494,                 0.7525,                 1.2061,                0.80404,                0.74915,                0.82925,                0.54785,                 1.2218,                0.79097,                 1.2506,               0.008581,               0.008581,               0.008581
                     45,                 1.1489,                 0.7589,                 1.2007,                0.81591,                0.72823,                0.81794,                0.54169,                 1.2167,                0.81994,                 1.2572,               0.008548,               0.008548,               0.008548
                     46,                 1.1281,                0.75356,                 1.2045,                0.80282,                0.73717,                0.82191,                0.54906,                 1.2047,                0.78538,                 1.2494,               0.008515,               0.008515,               0.008515
                     47,                 1.1234,                0.73385,                 1.1969,                0.79346,                0.73612,                0.82621,                0.54902,                   1.21,                0.79699,                 1.2498,               0.008482,               0.008482,               0.008482
                     48,                 1.1297,                0.74433,                 1.1943,                0.81309,                0.71271,                0.81896,                0.54493,                 1.2001,                0.78639,                 1.2466,               0.008449,               0.008449,               0.008449
                     49,                  1.116,                0.73871,                  1.196,                0.81888,                0.72349,                0.82443,                0.54332,                 1.2208,                0.79299,                 1.2459,               0.008416,               0.008416,               0.008416
                     50,                 1.1283,                0.73975,                 1.1973,                 0.7977,                0.74795,                0.83232,                0.54828,                 1.2356,                0.77349,                 1.2692,               0.008383,               0.008383,               0.008383
                     51,                  1.118,                0.73255,                 1.1854,                0.77458,                 0.7621,                0.82283,                0.54692,                 1.2117,                0.78256,                 1.2477,                0.00835,                0.00835,                0.00835
                     52,                 1.0972,                0.72664,                 1.1901,                0.82538,                0.71297,                0.81895,                0.53945,                 1.2258,                0.79904,                 1.2604,               0.008317,               0.008317,               0.008317
                     53,                 1.1233,                0.72893,                 1.1931,                0.79747,                0.74172,                 0.8305,                0.55266,                 1.2222,                0.77659,                 1.2504,               0.008284,               0.008284,               0.008284
                     54,                  1.101,                0.72243,                  1.181,                0.79841,                0.74691,                0.82322,                0.54688,                 1.2171,                0.79314,                 1.2456,               0.008251,               0.008251,               0.008251
                     55,                 1.1273,                0.72638,                 1.1955,                0.79931,                0.73875,                 0.8195,                0.54569,                 1.2195,                0.79591,                 1.2497,               0.008218,               0.008218,               0.008218
                     56,                   1.11,                0.72003,                 1.1805,                0.80663,                0.72869,                0.82766,                0.54691,                 1.2239,                  0.781,                 1.2447,               0.008185,               0.008185,               0.008185
                     57,                 1.1166,                0.72212,                 1.1902,                0.80663,                 0.7277,                0.82489,                0.55338,                 1.2009,                0.78087,                 1.2326,               0.008152,               0.008152,               0.008152
                     58,                 1.1175,                0.72175,                 1.1847,                0.80217,                0.73297,                0.82105,                0.54428,                 1.2241,                0.80677,                 1.2611,               0.008119,               0.008119,               0.008119
                     59,                 1.0988,                0.71179,                 1.1792,                0.79289,                0.73507,                0.82506,                0.54774,                 1.2153,                 0.7796,                 1.2383,               0.008086,               0.008086,               0.008086
                     60,                 1.0935,                0.71511,                 1.1791,                0.81313,                0.73375,                0.83117,                0.55019,                 1.2238,                0.76926,                 1.2583,               0.008053,               0.008053,               0.008053
                     61,                 1.0917,                0.70692,                  1.182,                0.80443,                0.73402,                0.82915,                 0.5513,                 1.2122,                0.78584,                 1.2517,                0.00802,                0.00802,                0.00802
                     62,                 1.0938,                0.70785,                 1.1825,                0.80491,                0.73665,                0.82759,                0.54991,                 1.2269,                0.76764,                 1.2631,               0.007987,               0.007987,               0.007987
                     63,                 1.1088,                0.70694,                 1.1786,                0.76729,                0.75987,                0.82403,                0.55064,                 1.2129,                0.78339,                 1.2448,               0.007954,               0.007954,               0.007954
                     64,                 1.0963,                0.70571,                 1.1764,                0.80198,                0.73533,                0.82371,                0.54864,                  1.209,                0.78037,                 1.2518,               0.007921,               0.007921,               0.007921
                     65,                 1.0836,                0.69704,                 1.1798,                0.79696,                0.73902,                0.82432,                0.55275,                 1.2204,                0.79226,                 1.2679,               0.007888,               0.007888,               0.007888
                     66,                 1.0858,                0.70248,                 1.1777,                0.78933,                0.74914,                0.82556,                0.54864,                 1.2147,                0.76372,                 1.2417,               0.007855,               0.007855,               0.007855
                     67,                 1.0868,                0.69912,                 1.1699,                0.79758,                0.74454,                0.82632,                0.54645,                 1.2304,                 0.7814,                 1.2583,               0.007822,               0.007822,               0.007822
                     68,                 1.0906,                0.70143,                 1.1713,                0.78687,                0.74208,                0.82491,                0.55099,                 1.2092,                 0.7843,                 1.2432,               0.007789,               0.007789,               0.007789
                     69,                 1.0812,                0.68586,                 1.1635,                0.80838,                0.72251,                0.82898,                0.54886,                 1.2167,                0.76599,                 1.2492,               0.007756,               0.007756,               0.007756
                     70,                 1.0901,                0.69345,                 1.1726,                    0.8,                0.74084,                0.82447,                0.55117,                 1.2184,                0.76463,                 1.2456,               0.007723,               0.007723,               0.007723
                     71,                 1.0677,                0.68545,                  1.166,                0.79239,                0.74086,                0.82243,                0.54324,                 1.2239,                 0.8035,                  1.259,                0.00769,                0.00769,                0.00769
                     72,                 1.0897,                0.69666,                 1.1662,                0.81463,                 0.7377,                0.82945,                0.55696,                 1.2015,                0.77294,                 1.2271,               0.007657,               0.007657,               0.007657
                     73,                 1.0845,                0.69105,                 1.1667,                 0.7983,                0.73902,                0.82268,                0.54813,                 1.2218,                0.77092,                 1.2482,               0.007624,               0.007624,               0.007624
                     74,                 1.0797,                0.68794,                 1.1625,                0.80178,                0.73639,                0.82288,                0.54875,                 1.2185,                0.78753,                 1.2435,               0.007591,               0.007591,               0.007591
                     75,                 1.0863,                 0.6923,                 1.1638,                0.79547,                0.75691,                  0.837,                0.55863,                 1.2042,                0.75413,                 1.2331,               0.007558,               0.007558,               0.007558
                     76,                 1.0547,                0.68273,                 1.1623,                0.81277,                 0.7277,                0.82447,                0.55174,                 1.2092,                  0.765,                 1.2429,               0.007525,               0.007525,               0.007525
                     77,                 1.0759,                0.68164,                 1.1594,                0.78135,                0.74177,                0.81837,                0.54788,                 1.2188,                0.78753,                 1.2429,               0.007492,               0.007492,               0.007492
                     78,                 1.0705,                0.68291,                 1.1582,                0.79055,                0.75375,                0.83089,                0.55431,                 1.2154,                 0.7756,                 1.2364,               0.007459,               0.007459,               0.007459
                     79,                  1.059,                0.66859,                   1.16,                0.79577,                 0.7427,                0.82607,                0.55704,                  1.206,                0.74884,                 1.2383,               0.007426,               0.007426,               0.007426
                     80,                 1.0711,                0.67616,                 1.1603,                0.80465,                0.73744,                 0.8289,                0.55425,                 1.2073,                0.75818,                 1.2434,               0.007393,               0.007393,               0.007393
                     81,                 1.0658,                0.67635,                 1.1672,                0.79666,                0.74111,                0.82899,                0.55658,                 1.2011,                  0.764,                 1.2338,                0.00736,                0.00736,                0.00736
                     82,                 1.0686,                 0.6772,                  1.153,                  0.823,                0.73297,                0.82665,                0.55406,                 1.2064,                0.76251,                 1.2307,               0.007327,               0.007327,               0.007327
                     83,                 1.0586,                0.67519,                 1.1544,                0.81686,                 0.7206,                0.81909,                0.55093,                 1.2102,                0.76729,                 1.2368,               0.007294,               0.007294,               0.007294
                     84,                 1.0776,                 0.6828,                 1.1608,                0.80374,                0.73823,                0.82275,                0.55326,                 1.2065,                0.76587,                 1.2372,               0.007261,               0.007261,               0.007261
                     85,                 1.0675,                0.66674,                 1.1516,                0.80311,                0.73796,                0.82287,                0.55051,                 1.2139,                0.76336,                 1.2423,               0.007228,               0.007228,               0.007228
                     86,                 1.0515,                0.66842,                 1.1555,                0.81104,                0.74138,                0.82972,                0.55374,                 1.2074,                0.75666,                 1.2476,               0.007195,               0.007195,               0.007195
                     87,                 1.0575,                0.66726,                 1.1525,                 0.8108,                0.72831,                0.82496,                0.55211,                 1.2149,                0.77463,                 1.2457,               0.007162,               0.007162,               0.007162
                     88,                  1.054,                0.67345,                 1.1568,                0.81468,                0.73558,                0.82837,                0.55488,                 1.2038,                0.75943,                 1.2495,               0.007129,               0.007129,               0.007129
                     89,                 1.0586,                0.66296,                 1.1508,                0.81482,                0.73691,                0.82547,                 0.5554,                 1.2096,                0.76475,                 1.2427,               0.007096,               0.007096,               0.007096
                     90,                 1.0646,                0.67395,                 1.1493,                0.81168,                0.74401,                0.83243,                0.55731,                 1.2051,                0.76497,                 1.2457,               0.007063,               0.007063,               0.007063
                     91,                 1.0601,                0.67196,                 1.1456,                 0.8037,                0.74559,                 0.8266,                0.55211,                 1.2148,                0.77342,                 1.2471,                0.00703,                0.00703,                0.00703
                     92,                  1.043,                0.65542,                 1.1474,                0.82265,                 0.7327,                0.82765,                0.55762,                 1.2071,                0.75381,                 1.2425,               0.006997,               0.006997,               0.006997
                     93,                 1.0498,                0.65753,                 1.1525,                0.79499,                0.75375,                0.82975,                0.55404,                 1.2084,                0.75674,                 1.2394,               0.006964,               0.006964,               0.006964
                     94,                 1.0445,                0.66427,                 1.1526,                0.81887,                0.73402,                0.82548,                0.55363,                 1.2063,                0.76533,                 1.2372,               0.006931,               0.006931,               0.006931
                     95,                 1.0524,                0.66199,                 1.1489,                0.81318,                0.74548,                0.83174,                 0.5602,                 1.2123,                 0.7492,                 1.2488,               0.006898,               0.006898,               0.006898
                     96,                 1.0405,                0.65501,                  1.139,                0.80318,                0.74112,                0.82644,                0.55305,                 1.2314,                0.76732,                 1.2644,               0.006865,               0.006865,               0.006865
                     97,                 1.0444,                0.64677,                 1.1423,                 0.7996,                0.75059,                0.82765,                 0.5567,                 1.2182,                0.74987,                  1.255,               0.006832,               0.006832,               0.006832
                     98,                 1.0426,                0.64815,                 1.1366,                0.81543,                 0.7327,                0.82591,                 0.5554,                 1.2065,                0.76274,                 1.2422,               0.006799,               0.006799,               0.006799
                     99,                 1.0414,                0.65177,                 1.1454,                0.80166,                0.73928,                0.82613,                0.55635,                 1.2007,                0.75728,                 1.2496,               0.006766,               0.006766,               0.006766
                    100,                 1.0388,                0.64748,                 1.1402,                0.79427,                0.74849,                0.82637,                0.55477,                 1.2058,                0.74752,                 1.2406,               0.006733,               0.006733,               0.006733
                    101,                 1.0436,                0.65216,                 1.1431,                0.81188,                0.71645,                0.81818,                0.55241,                 1.1959,                 0.7605,                 1.2405,                 0.0067,                 0.0067,                 0.0067
                    102,                 1.0267,                0.64121,                  1.141,                0.81131,                0.73979,                0.82512,                0.55558,                 1.1926,                 0.7618,                 1.2319,               0.006667,               0.006667,               0.006667
                    103,                 1.0329,                0.64378,                 1.1418,                0.80002,                0.73567,                0.82334,                0.55457,                 1.2049,                0.75317,                 1.2483,               0.006634,               0.006634,               0.006634
                    104,                 1.0198,                0.63478,                 1.1321,                0.80972,                0.73086,                0.82012,                0.55068,                 1.2109,                0.76941,                  1.249,               0.006601,               0.006601,               0.006601
                    105,                 1.0362,                 0.6373,                 1.1457,                0.81341,                0.74138,                0.83321,                0.55785,                 1.2073,                0.75276,                 1.2598,               0.006568,               0.006568,               0.006568
                    106,                 1.0223,                0.63341,                 1.1398,                0.78769,                0.75664,                0.82644,                0.55923,                 1.2018,                0.75298,                 1.2471,               0.006535,               0.006535,               0.006535
                    107,                 1.0278,                0.63604,                 1.1327,                0.80287,                0.74928,                0.82757,                 0.5558,                  1.211,                0.74987,                 1.2515,               0.006502,               0.006502,               0.006502
                    108,                 1.0169,                0.63308,                 1.1309,                0.80193,                0.75415,                0.82954,                0.55854,                 1.2086,                0.74353,                 1.2462,               0.006469,               0.006469,               0.006469
                    109,                  1.032,                0.63968,                 1.1379,                0.80182,                0.75007,                0.83048,                0.55924,                 1.2152,                0.74223,                 1.2443,               0.006436,               0.006436,               0.006436
                    110,                  1.033,                0.63799,                 1.1361,                0.79497,                0.75927,                0.82841,                0.55235,                 1.2198,                0.75657,                 1.2494,               0.006403,               0.006403,               0.006403
                    111,                 1.0368,                0.64024,                 1.1247,                0.80525,                0.74082,                0.82639,                0.55519,                 1.2125,                0.75064,                  1.244,                0.00637,                0.00637,                0.00637
                    112,                 1.0175,                0.63825,                 1.1393,                0.81301,                0.73782,                0.82835,                0.55707,                 1.2121,                 0.7544,                  1.245,               0.006337,               0.006337,               0.006337
                    113,                 1.0219,                0.62848,                 1.1306,                0.80621,                0.74244,                0.82722,                0.55845,                 1.2038,                0.74941,                 1.2401,               0.006304,               0.006304,               0.006304
                    114,                  1.013,                0.62627,                 1.1313,                0.79697,                0.75349,                 0.8291,                0.55601,                 1.2108,                0.75727,                 1.2385,               0.006271,               0.006271,               0.006271
                    115,                 1.0207,                0.63642,                 1.1314,                0.79396,                0.75033,                0.82853,                0.55815,                  1.204,                0.75056,                   1.24,               0.006238,               0.006238,               0.006238
                    116,                 1.0111,                0.61953,                 1.1258,                0.82788,                0.72004,                0.82553,                0.55729,                 1.2034,                0.74308,                 1.2362,               0.006205,               0.006205,               0.006205
                    117,                 1.0218,                0.62756,                 1.1297,                0.78963,                0.75741,                0.82669,                0.56015,                 1.2013,                0.74531,                 1.2397,               0.006172,               0.006172,               0.006172
                    118,                 0.9988,                0.62594,                  1.122,                0.79585,                0.75586,                 0.8269,                0.55839,                 1.2026,                0.75274,                 1.2476,               0.006139,               0.006139,               0.006139
                    119,                 1.0095,                0.62679,                 1.1268,                0.78726,                0.75191,                  0.822,                0.55583,                  1.213,                0.75694,                 1.2473,               0.006106,               0.006106,               0.006106
                    120,                 1.0055,                0.61985,                 1.1282,                0.80813,                0.73849,                0.82349,                0.55763,                 1.1942,                0.75127,                 1.2377,               0.006073,               0.006073,               0.006073
                    121,                0.99906,                0.61973,                 1.1205,                0.81042,                0.72534,                0.82005,                0.55618,                 1.2012,                0.76054,                 1.2395,                0.00604,                0.00604,                0.00604
                    122,                 1.0157,                0.62242,                 1.1264,                 0.8041,                0.74059,                0.82144,                0.55416,                 1.2067,                0.75885,                 1.2403,               0.006007,               0.006007,               0.006007
                    123,                  1.017,                0.62908,                 1.1218,                0.79104,                0.74297,                0.82122,                0.55754,                  1.203,                0.75671,                 1.2396,               0.005974,               0.005974,               0.005974
                    124,                 1.0057,                0.61653,                 1.1251,                0.80222,                0.73981,                0.82681,                0.55861,                 1.2021,                0.74464,                 1.2413,               0.005941,               0.005941,               0.005941
                    125,                0.99808,                0.61869,                 1.1208,                0.78612,                0.75243,                0.82345,                0.55612,                 1.2018,                0.75751,                 1.2453,               0.005908,               0.005908,               0.005908
                    126,                 1.0198,                0.62818,                 1.1266,                0.81101,                0.72612,                0.82155,                0.55419,                 1.1922,                0.74874,                 1.2325,               0.005875,               0.005875,               0.005875
                    127,                 1.0002,                0.61693,                  1.119,                0.80581,                0.73428,                0.81947,                0.55378,                 1.1999,                0.76315,                 1.2384,               0.005842,               0.005842,               0.005842
                    128,                0.98713,                0.61084,                 1.1153,                0.80188,                0.74324,                0.82505,                 0.5572,                  1.207,                0.75349,                 1.2443,               0.005809,               0.005809,               0.005809
                    129,                 1.0134,                0.61859,                 1.1213,                0.79917,                0.74349,                 0.8316,                 0.5613,                 1.2053,                0.74713,                 1.2421,               0.005776,               0.005776,               0.005776
                    130,                0.99327,                 0.6098,                 1.1208,                0.80855,                0.72446,                0.82486,                0.55596,                 1.2136,                0.76455,                 1.2579,               0.005743,               0.005743,               0.005743
                    131,                0.98919,                0.60698,                 1.1183,                0.80075,                0.73612,                 0.8254,                0.55856,                 1.2044,                0.74949,                 1.2474,                0.00571,                0.00571,                0.00571
                    132,                 1.0027,                0.61368,                 1.1117,                0.81783,                0.72797,                0.82499,                0.55801,                 1.2011,                0.75541,                 1.2407,               0.005677,               0.005677,               0.005677
                    133,                0.99547,                 0.6109,                 1.1118,                0.80442,                0.72933,                0.82238,                0.55709,                 1.2031,                0.75467,                 1.2353,               0.005644,               0.005644,               0.005644
                    134,                 1.0006,                0.61517,                 1.1199,                0.78912,                0.74586,                0.82411,                0.55523,                 1.2042,                0.75838,                 1.2413,               0.005611,               0.005611,               0.005611
                    135,                0.97601,                 0.6033,                 1.1124,                0.80486,                 0.7356,                0.82564,                0.55648,                 1.2085,                0.75472,                 1.2446,               0.005578,               0.005578,               0.005578
                    136,                0.97906,                 0.6044,                 1.1145,                0.78124,                0.75444,                0.82442,                0.55543,                 1.2008,                 0.7522,                 1.2432,               0.005545,               0.005545,               0.005545
                    137,                0.98712,                0.60384,                 1.1205,                0.77723,                0.75664,                0.82327,                0.55383,                 1.2065,                0.76406,                 1.2502,               0.005512,               0.005512,               0.005512
                    138,                0.99102,                0.60772,                 1.1173,                0.80126,                0.74244,                0.82211,                0.55532,                 1.2009,                 0.7602,                 1.2435,               0.005479,               0.005479,               0.005479
                    139,                0.97749,                0.60527,                 1.1204,                0.79105,                0.73805,                0.82533,                0.55865,                 1.1997,                 0.7544,                   1.25,               0.005446,               0.005446,               0.005446
                    140,                0.98534,                0.60135,                  1.109,                0.81269,                0.73055,                0.82508,                0.55645,                 1.2036,                0.75024,                 1.2438,               0.005413,               0.005413,               0.005413
                    141,                0.99631,                0.61161,                 1.1089,                0.80047,                0.73481,                0.82112,                0.55481,                 1.2109,                0.75842,                 1.2433,                0.00538,                0.00538,                0.00538
                    142,                0.98138,                0.59605,                 1.1072,                 0.8178,                0.72954,                0.82173,                0.55434,                 1.2083,                0.75851,                 1.2412,               0.005347,               0.005347,               0.005347
                    143,                0.99494,                0.60304,                 1.1061,                0.81302,                0.73481,                0.82451,                0.55787,                  1.205,                0.75534,                  1.241,               0.005314,               0.005314,               0.005314
                    144,                0.96678,                0.59377,                 1.1103,                0.81988,                0.72007,                0.81996,                0.55506,                 1.2037,                0.76383,                 1.2448,               0.005281,               0.005281,               0.005281
                    145,                0.97913,                0.59728,                 1.1068,                 0.8059,                0.72744,                0.82107,                0.55723,                 1.1958,                0.76328,                 1.2415,               0.005248,               0.005248,               0.005248
                    146,                0.99052,                 0.6046,                 1.1063,                0.81265,                0.72921,                0.82231,                 0.5583,                 1.1891,                0.75362,                 1.2399,               0.005215,               0.005215,               0.005215
                    147,                0.96388,                0.58767,                 1.1025,                 0.8205,                0.72323,                0.82222,                0.55665,                  1.196,                0.75564,                 1.2463,               0.005182,               0.005182,               0.005182
                    148,                0.98381,                0.60363,                  1.111,                 0.7888,                0.75375,                0.82305,                0.55471,                 1.1984,                 0.7574,                 1.2413,               0.005149,               0.005149,               0.005149
                    149,                0.98348,                0.60247,                  1.103,                0.79752,                0.74195,                0.82289,                0.55452,                 1.2078,                0.76182,                 1.2454,               0.005116,               0.005116,               0.005116
                    150,                0.95931,                0.58788,                 1.1011,                0.79133,                0.74454,                0.82231,                0.55507,                 1.2009,                0.76066,                 1.2377,               0.005083,               0.005083,               0.005083
                    151,                0.95548,                0.58843,                 1.0975,                0.79354,                0.73744,                0.82203,                0.55562,                 1.2077,                0.76117,                  1.241,                0.00505,                0.00505,                0.00505
                    152,                 0.9784,                0.59442,                 1.1044,                0.77847,                0.76059,                0.82355,                0.55621,                 1.2104,                0.75386,                 1.2511,               0.005017,               0.005017,               0.005017
                    153,                0.95252,                0.58381,                 1.1002,                0.78254,                0.75646,                0.82359,                0.55581,                 1.2113,                0.76238,                 1.2515,               0.004984,               0.004984,               0.004984
                    154,                 0.9732,                0.60002,                 1.1006,                0.80037,                0.74375,                0.82702,                 0.5574,                 1.2166,                0.75528,                 1.2573,               0.004951,               0.004951,               0.004951
                    155,                0.97868,                 0.5916,                 1.1076,                0.80733,                0.73639,                0.82337,                 0.5549,                 1.2081,                0.75798,                 1.2508,               0.004918,               0.004918,               0.004918
                    156,                0.97875,                0.58883,                 1.1046,                 0.8071,                0.73639,                0.82504,                0.55816,                 1.2048,                0.75774,                 1.2505,               0.004885,               0.004885,               0.004885
                    157,                0.96418,                0.58969,                 1.0974,                0.80248,                0.73981,                0.82627,                0.55771,                 1.2025,                0.76035,                 1.2464,               0.004852,               0.004852,               0.004852
                    158,                0.96868,                0.58334,                 1.1018,                0.80866,                0.73349,                0.82676,                0.55805,                 1.2048,                0.75946,                   1.25,               0.004819,               0.004819,               0.004819
                    159,                0.95897,                0.58042,                 1.0949,                0.80718,                0.73789,                0.82716,                0.55844,                 1.2092,                0.75509,                 1.2523,               0.004786,               0.004786,               0.004786
