                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                 1.3373,                0.93291,                  1.316,                0.77679,                 0.6963,                0.78071,                0.47869,                 1.3537,                0.93118,                 1.3325,                0.00934,                0.00934,                0.00934
                     12,                 1.3269,                 0.9367,                 1.3135,                 0.7647,                0.69635,                0.77391,                0.46903,                 1.3543,                0.95591,                 1.3295,               0.009274,               0.009274,               0.009274
                     13,                 1.3096,                0.92427,                 1.3068,                0.77597,                0.70546,                0.79582,                 0.4926,                 1.3064,                 0.8843,                  1.298,               0.009208,               0.009208,               0.009208
                     14,                 1.3194,                0.91806,                 1.3049,                0.77812,                0.70518,                0.79275,                 0.4927,                 1.3063,                0.90068,                 1.2926,               0.009142,               0.009142,               0.009142
                     15,                 1.3154,                0.90902,                 1.2977,                0.74996,                0.71702,                0.78976,                0.49276,                 1.3058,                0.88103,                  1.274,               0.009076,               0.009076,               0.009076
                     16,                 1.3194,                0.91154,                 1.3021,                0.77099,                0.70638,                0.79446,                0.48531,                 1.3416,                0.87729,                  1.314,                0.00901,                0.00901,                0.00901
                     17,                 1.3174,                0.90106,                 1.2973,                0.76024,                0.73056,                0.80387,                0.48434,                 1.3275,                0.90449,                 1.2941,               0.008944,               0.008944,               0.008944
                     18,                 1.3017,                0.89355,                 1.2945,                0.77848,                 0.7221,                0.80989,                0.50267,                 1.2965,                0.85507,                 1.2815,               0.008878,               0.008878,               0.008878
                     19,                 1.2937,                0.87927,                 1.2856,                0.77068,                0.72776,                0.80393,                0.48716,                  1.318,                0.92681,                 1.3028,               0.008812,               0.008812,               0.008812
                     20,                 1.2905,                0.87761,                 1.2862,                0.79231,                0.70608,                0.80306,                0.49118,                 1.3038,                 0.9199,                  1.282,               0.008746,               0.008746,               0.008746
                     21,                 1.3017,                0.88249,                 1.2868,                0.77098,                0.70438,                0.79566,                 0.4869,                 1.3065,                0.94404,                 1.2889,                0.00868,                0.00868,                0.00868
                     22,                 1.2831,                0.86633,                 1.2861,                0.78508,                0.72117,                0.80624,                0.50336,                 1.2992,                0.86358,                 1.2754,               0.008614,               0.008614,               0.008614
                     23,                 1.2913,                 0.8589,                 1.2818,                0.78642,                0.70897,                0.80264,                0.50448,                 1.2872,                0.84677,                 1.2846,               0.008548,               0.008548,               0.008548
                     24,                 1.2855,                0.86443,                 1.2848,                0.76756,                0.70498,                0.80183,                0.50121,                 1.2915,                0.83992,                 1.2683,               0.008482,               0.008482,               0.008482
                     25,                 1.2669,                 0.8476,                 1.2765,                0.77233,                0.73163,                0.81159,                0.50876,                 1.2979,                0.84787,                 1.2806,               0.008416,               0.008416,               0.008416
                     26,                 1.2707,                0.84865,                 1.2792,                0.75511,                0.70568,                0.79078,                0.49686,                 1.2997,                0.84409,                 1.2828,                0.00835,                0.00835,                0.00835
                     27,                 1.2678,                0.84541,                 1.2809,                0.79243,                0.71297,                0.80505,                0.50224,                 1.3119,                0.83275,                 1.2904,               0.008284,               0.008284,               0.008284
                     28,                 1.2623,                0.84015,                 1.2753,                0.76136,                0.70957,                0.79651,                0.50195,                  1.286,                0.85229,                 1.2711,               0.008218,               0.008218,               0.008218
                     29,                 1.2478,                0.82875,                 1.2705,                0.76685,                0.71957,                0.80371,                 0.5103,                 1.2702,                0.82927,                 1.2652,               0.008152,               0.008152,               0.008152
                     30,                 1.2641,                0.83373,                 1.2719,                0.77865,                0.71437,                0.80517,                0.50765,                 1.2879,                0.82724,                 1.2748,               0.008086,               0.008086,               0.008086
                     31,                 1.2579,                0.82585,                 1.2673,                0.75822,                0.70768,                  0.797,                0.50538,                 1.2719,                0.84774,                 1.2556,                0.00802,                0.00802,                0.00802
                     32,                  1.258,                0.82757,                 1.2649,                0.76818,                0.72462,                0.80265,                0.50591,                 1.2878,                0.82688,                 1.2737,               0.007954,               0.007954,               0.007954
                     33,                 1.2486,                0.81409,                 1.2591,                0.77917,                0.69891,                0.79279,                0.49168,                 1.2947,                0.87321,                  1.265,               0.007888,               0.007888,               0.007888
                     34,                 1.2515,                0.82294,                 1.2635,                0.79147,                0.71238,                0.81399,                0.51578,                 1.2811,                0.80884,                 1.2773,               0.007822,               0.007822,               0.007822
                     35,                 1.2424,                0.81095,                 1.2608,                0.77611,                0.71437,                0.80515,                0.50829,                 1.2821,                0.84567,                 1.2677,               0.007756,               0.007756,               0.007756
                     36,                 1.2556,                0.80713,                 1.2553,                0.76292,                0.73135,                0.81024,                 0.5094,                 1.2807,                0.82804,                 1.2678,                0.00769,                0.00769,                0.00769
                     37,                 1.2421,                0.80523,                 1.2601,                0.77627,                0.72611,                0.81249,                0.51161,                 1.2787,                 0.8124,                 1.2602,               0.007624,               0.007624,               0.007624
                     38,                 1.2363,                0.79147,                 1.2625,                0.76411,                0.73376,                 0.8104,                0.50846,                 1.2836,                0.83454,                 1.2659,               0.007558,               0.007558,               0.007558
                     39,                 1.2244,                0.79321,                 1.2491,                0.77817,                0.73076,                0.80723,                0.51021,                 1.2849,                0.83824,                 1.2688,               0.007492,               0.007492,               0.007492
                     40,                 1.2293,                0.79057,                 1.2576,                0.77605,                0.71917,                0.80392,                0.51481,                 1.2655,                0.82236,                 1.2593,               0.007426,               0.007426,               0.007426
                     41,                 1.2429,                0.79542,                 1.2517,                 0.7792,                0.72776,                0.81548,                 0.5148,                 1.2758,                0.81603,                 1.2668,                0.00736,                0.00736,                0.00736
                     42,                 1.2232,                0.78609,                 1.2484,                 0.7976,                0.71977,                0.81353,                0.51568,                 1.2811,                0.79754,                 1.2627,               0.007294,               0.007294,               0.007294
                     43,                 1.2275,                0.79155,                 1.2457,                0.78931,                0.71137,                0.81061,                0.51424,                 1.2756,                0.79669,                 1.2617,               0.007228,               0.007228,               0.007228
                     44,                 1.2151,                0.78674,                 1.2467,                0.77775,                0.72815,                 0.8122,                0.51272,                 1.2797,                 0.8104,                 1.2702,               0.007162,               0.007162,               0.007162
                     45,                 1.2211,                0.78045,                 1.2406,                0.78985,                0.71597,                0.81925,                0.51916,                 1.2774,                0.80793,                 1.2716,               0.007096,               0.007096,               0.007096
                     46,                 1.2319,                0.78756,                 1.2433,                0.75819,                0.73116,                0.80719,                0.50578,                 1.2825,                 0.8247,                 1.2529,                0.00703,                0.00703,                0.00703
                     47,                 1.2261,                0.78245,                 1.2362,                  0.751,                0.72283,                0.79922,                0.50257,                 1.2865,                0.82375,                 1.2657,               0.006964,               0.006964,               0.006964
                     48,                 1.2135,                0.76642,                 1.2416,                0.78403,                0.72017,                0.81467,                0.51466,                 1.2864,                0.79941,                 1.2618,               0.006898,               0.006898,               0.006898
                     49,                  1.205,                0.76832,                 1.2359,                0.78383,                0.70977,                 0.8105,                0.51719,                 1.2696,                0.79459,                  1.255,               0.006832,               0.006832,               0.006832
                     50,                 1.2125,                0.76667,                 1.2393,                0.78936,                0.70738,                0.80846,                0.51079,                 1.2771,                0.79289,                 1.2571,               0.006766,               0.006766,               0.006766
                     51,                 1.2284,                0.77996,                 1.2323,                0.78086,                0.72656,                0.81319,                0.51661,                 1.2572,                0.80705,                 1.2467,                 0.0067,                 0.0067,                 0.0067
                     52,                 1.2009,                0.75945,                 1.2344,                0.76957,                0.73456,                0.81514,                0.51545,                 1.2758,                0.80003,                 1.2601,               0.006634,               0.006634,               0.006634
                     53,                 1.2055,                0.75536,                 1.2323,                0.76772,                0.71237,                0.80462,                 0.5128,                 1.2675,                0.81076,                 1.2487,               0.006568,               0.006568,               0.006568
                     54,                 1.1971,                 0.7619,                 1.2349,                0.77363,                0.72796,                0.81005,                0.51439,                 1.2758,                0.79686,                 1.2675,               0.006502,               0.006502,               0.006502
                     55,                 1.2008,                0.75259,                 1.2322,                0.78198,                0.72838,                 0.8145,                0.51698,                 1.2874,                0.81817,                 1.2734,               0.006436,               0.006436,               0.006436
                     56,                 1.2035,                0.76366,                 1.2362,                0.78445,                0.73636,                 0.8148,                0.51914,                 1.2807,                0.78614,                 1.2541,                0.00637,                0.00637,                0.00637
                     57,                 1.1928,                 0.7518,                 1.2255,                0.77619,                0.72301,                0.81362,                0.51364,                 1.2811,                0.79095,                 1.2639,               0.006304,               0.006304,               0.006304
                     58,                 1.1953,                 0.7581,                 1.2297,                0.77829,                0.73236,                0.81486,                0.51804,                 1.2754,                0.79391,                 1.2595,               0.006238,               0.006238,               0.006238
                     59,                 1.2007,                0.74156,                 1.2287,                0.78047,                0.73096,                0.81088,                0.51378,                 1.2726,                0.79366,                 1.2694,               0.006172,               0.006172,               0.006172
                     60,                 1.1944,                0.74674,                 1.2215,                0.77738,                0.72311,                0.80756,                0.51412,                 1.2737,                0.79945,                 1.2533,               0.006106,               0.006106,               0.006106
                     61,                 1.1926,                0.73883,                  1.225,                0.76707,                0.73921,                0.81087,                0.51549,                 1.2733,                0.78948,                 1.2581,                0.00604,                0.00604,                0.00604
                     62,                 1.1734,                0.73766,                 1.2227,                0.77863,                0.73176,                0.81108,                0.51565,                 1.2752,                0.78371,                 1.2534,               0.005974,               0.005974,               0.005974
                     63,                 1.1844,                0.73408,                 1.2182,                 0.7751,                0.74036,                0.81103,                0.51505,                  1.288,                0.79505,                 1.2636,               0.005908,               0.005908,               0.005908
                     64,                 1.1804,                0.73293,                 1.2184,                0.78538,                0.73156,                0.81372,                0.51966,                 1.2694,                0.80991,                 1.2551,               0.005842,               0.005842,               0.005842
                     65,                 1.1874,                0.73164,                 1.2228,                0.78123,                0.72716,                0.80954,                0.51521,                  1.276,                0.79704,                 1.2584,               0.005776,               0.005776,               0.005776
                     66,                 1.1672,                0.72337,                 1.2165,                0.79383,                0.71477,                 0.8126,                0.52106,                 1.2646,                0.78815,                 1.2475,                0.00571,                0.00571,                0.00571
                     67,                 1.1659,                0.72426,                 1.2118,                0.79905,                0.70857,                0.81316,                0.51744,                 1.2708,                0.77583,                 1.2526,               0.005644,               0.005644,               0.005644
                     68,                 1.1784,                0.72373,                 1.2146,                0.76479,                0.73699,                0.80842,                0.51278,                 1.2829,                 0.8136,                 1.2653,               0.005578,               0.005578,               0.005578
                     69,                 1.1633,                0.71484,                 1.2113,                0.78083,                0.71138,                0.80398,                0.51097,                 1.2868,                0.79501,                 1.2619,               0.005512,               0.005512,               0.005512
                     70,                 1.1706,                0.71911,                 1.2123,                   0.78,                0.72956,                0.80873,                0.51426,                 1.2815,                0.79366,                 1.2565,               0.005446,               0.005446,               0.005446
                     71,                 1.1708,                0.72299,                 1.2084,                0.78666,                0.72876,                0.81211,                0.51691,                 1.2682,                0.78045,                 1.2458,                0.00538,                0.00538,                0.00538
                     72,                 1.1584,                0.71313,                 1.2042,                0.77709,                0.72936,                0.81353,                0.51764,                 1.2743,                0.79177,                 1.2567,               0.005314,               0.005314,               0.005314
                     73,                 1.1762,                0.71891,                 1.2132,                0.79252,                0.71097,                0.81451,                 0.5196,                 1.2667,                0.77742,                 1.2489,               0.005248,               0.005248,               0.005248
                     74,                 1.1652,                 0.7143,                 1.2098,                 0.7657,                0.74142,                0.81413,                0.51941,                 1.2693,                0.77221,                 1.2483,               0.005182,               0.005182,               0.005182
                     75,                 1.1621,                0.70657,                 1.2033,                 0.7936,                0.71704,                0.81514,                0.51985,                 1.2751,                0.77862,                 1.2469,               0.005116,               0.005116,               0.005116
                     76,                 1.1523,                0.70643,                 1.2081,                0.79353,                 0.7298,                0.81717,                0.52104,                 1.2752,                0.77535,                 1.2507,                0.00505,                0.00505,                0.00505
                     77,                 1.1688,                0.70808,                 1.2059,                0.77841,                0.73016,                0.81331,                0.51821,                 1.2736,                 0.7774,                 1.2629,               0.004984,               0.004984,               0.004984
                     78,                 1.1656,                0.70969,                 1.2083,                0.78079,                0.72975,                0.80998,                0.51758,                 1.2775,                  0.785,                 1.2703,               0.004918,               0.004918,               0.004918
                     79,                 1.1477,                0.70571,                 1.2051,                0.76432,                0.72616,                  0.805,                 0.5148,                 1.2725,                0.78679,                 1.2656,               0.004852,               0.004852,               0.004852
                     80,                 1.1442,                0.70234,                 1.1987,                0.77512,                0.72497,                0.81074,                0.52028,                 1.2678,                0.77817,                 1.2486,               0.004786,               0.004786,               0.004786
                     81,                 1.1487,                0.69936,                 1.1982,                0.79155,                0.70538,                 0.8087,                0.51648,                 1.2759,                0.77664,                 1.2585,                0.00472,                0.00472,                0.00472
                     82,                 1.1372,                 0.6936,                 1.1901,                0.77193,                0.71697,                0.80503,                0.51326,                 1.2836,                0.78449,                 1.2609,               0.004654,               0.004654,               0.004654
                     83,                 1.1373,                0.69358,                 1.1966,                0.77405,                0.72457,                0.81256,                0.51763,                 1.2739,                0.77617,                 1.2585,               0.004588,               0.004588,               0.004588
                     84,                 1.1455,                0.70218,                 1.1979,                0.78072,                0.72515,                0.81478,                 0.5188,                 1.2758,                0.77756,                 1.2637,               0.004522,               0.004522,               0.004522
                     85,                 1.1569,                0.69922,                 1.2041,                0.78133,                0.71997,                0.81148,                0.51664,                 1.2793,                 0.7883,                 1.2552,               0.004456,               0.004456,               0.004456
                     86,                  1.132,                0.68735,                 1.1982,                0.79769,                0.71177,                0.81146,                0.51554,                 1.2838,                0.78547,                 1.2686,                0.00439,                0.00439,                0.00439
                     87,                 1.1397,                0.68517,                 1.1987,                0.79847,                0.71417,                0.81337,                0.51809,                 1.2801,                0.77639,                 1.2649,               0.004324,               0.004324,               0.004324
                     88,                 1.1387,                0.67641,                 1.1903,                0.78604,                0.71741,                0.81039,                0.51861,                 1.2725,                0.77051,                 1.2593,               0.004258,               0.004258,               0.004258
                     89,                 1.1431,                0.69104,                 1.1868,                0.78703,                0.70839,                0.80556,                0.51337,                 1.2741,                0.78221,                 1.2589,               0.004192,               0.004192,               0.004192
                     90,                 1.1333,                0.68269,                 1.1853,                0.77917,                0.72397,                0.80719,                0.51247,                 1.2932,                0.78479,                  1.271,               0.004126,               0.004126,               0.004126
                     91,                 1.1245,                0.67802,                 1.1899,                0.78774,                0.72103,                0.81199,                0.52015,                 1.2773,                0.78072,                 1.2588,                0.00406,                0.00406,                0.00406
                     92,                   1.13,                0.69022,                 1.1812,                0.74982,                0.73456,                0.80582,                0.51768,                 1.2709,                0.77781,                 1.2524,               0.003994,               0.003994,               0.003994
                     93,                 1.1171,                0.67432,                 1.1854,                0.78274,                0.70458,                0.80563,                0.51534,                 1.2774,                0.77998,                 1.2601,               0.003928,               0.003928,               0.003928
                     94,                 1.1459,                0.68685,                 1.1891,                0.76995,                0.71877,                0.80674,                0.51494,                 1.2837,                0.78401,                 1.2664,               0.003862,               0.003862,               0.003862
                     95,                 1.1221,                0.67707,                 1.1903,                0.76986,                0.73156,                  0.812,                0.51909,                 1.2795,                0.76875,                 1.2657,               0.003796,               0.003796,               0.003796
                     96,                 1.1185,                0.67358,                 1.1881,                0.76927,                 0.7184,                0.80362,                0.51485,                  1.273,                0.78165,                 1.2627,                0.00373,                0.00373,                0.00373
                     97,                 1.1198,                0.67705,                  1.186,                0.76383,                0.72661,                0.80818,                  0.516,                 1.2786,                0.77599,                 1.2628,               0.003664,               0.003664,               0.003664
                     98,                 1.1129,                0.67764,                 1.1864,                0.79196,                0.70718,                0.80526,                0.51416,                 1.2724,                 0.7714,                 1.2601,               0.003598,               0.003598,               0.003598
                     99,                 1.1298,                0.66876,                 1.1808,                 0.7811,                0.72537,                0.80956,                0.51695,                  1.275,                0.77744,                 1.2649,               0.003532,               0.003532,               0.003532
                    100,                 1.1207,                 0.6737,                 1.1833,                0.76975,                0.73104,                0.80978,                 0.5149,                 1.2804,                0.78066,                 1.2688,               0.003466,               0.003466,               0.003466
                    101,                 1.1251,                0.67196,                 1.1786,                0.78879,                0.71337,                0.80651,                0.51337,                 1.2863,                0.78377,                 1.2741,                 0.0034,                 0.0034,                 0.0034
                    102,                 1.1141,                0.66341,                 1.1733,                0.77398,                0.72417,                0.80807,                0.51549,                 1.2831,                0.78416,                  1.269,               0.003334,               0.003334,               0.003334
                    103,                 1.1143,                0.66349,                 1.1789,                0.78837,                0.71557,                0.80851,                0.51485,                 1.2801,                0.77514,                 1.2655,               0.003268,               0.003268,               0.003268
                    104,                 1.1037,                0.65504,                 1.1682,                0.77648,                0.71697,                0.80657,                0.51383,                  1.282,                0.77488,                 1.2628,               0.003202,               0.003202,               0.003202
                    105,                 1.1017,                0.65477,                 1.1731,                0.76437,                0.72881,                0.80588,                0.51349,                 1.2801,                0.77852,                 1.2645,               0.003136,               0.003136,               0.003136
                    106,                 1.1074,                  0.654,                   1.17,                0.76241,                0.72177,                0.80642,                0.51577,                 1.2797,                0.78705,                 1.2592,                0.00307,                0.00307,                0.00307
                    107,                  1.103,                0.65016,                 1.1765,                0.76983,                0.72938,                0.80899,                0.51677,                 1.2788,                0.78116,                 1.2572,               0.003004,               0.003004,               0.003004
                    108,                 1.0974,                0.64914,                  1.169,                0.78744,                0.70558,                0.80451,                0.51352,                 1.2861,                0.78519,                 1.2661,               0.002938,               0.002938,               0.002938
                    109,                 1.0979,                0.64973,                 1.1694,                0.76858,                 0.7176,                0.80561,                0.51304,                 1.2863,                0.78908,                 1.2696,               0.002872,               0.002872,               0.002872
                    110,                 1.0919,                0.65097,                 1.1709,                0.76479,                0.72856,                0.80662,                0.51514,                 1.2834,                 0.7827,                 1.2658,               0.002806,               0.002806,               0.002806
                    111,                 1.1031,                0.65246,                 1.1664,                0.76331,                0.73996,                0.80705,                0.51441,                 1.2825,                 0.7866,                 1.2665,                0.00274,                0.00274,                0.00274
                    112,                 1.0936,                0.64779,                 1.1694,                0.76516,                0.72497,                0.80182,                0.51108,                 1.2806,                0.79193,                 1.2676,               0.002674,               0.002674,               0.002674
                    113,                 1.0937,                 0.6463,                 1.1729,                0.77035,                0.71475,                0.80427,                 0.5128,                 1.2777,                0.78799,                 1.2696,               0.002608,               0.002608,               0.002608
                    114,                  1.088,                0.64585,                 1.1709,                0.76641,                0.72556,                0.80491,                0.51419,                 1.2772,                0.78396,                 1.2713,               0.002542,               0.002542,               0.002542
                    115,                 1.0805,                  0.644,                  1.169,                0.76727,                0.72037,                0.80266,                 0.5133,                 1.2774,                0.78585,                 1.2679,               0.002476,               0.002476,               0.002476
                    116,                  1.083,                 0.6418,                 1.1659,                0.76505,                0.73056,                0.80486,                0.51544,                 1.2766,                0.78547,                 1.2662,                0.00241,                0.00241,                0.00241
                    117,                 1.0981,                0.64218,                  1.164,                 0.7654,                0.72457,                0.80414,                0.51426,                 1.2767,                 0.7861,                  1.268,               0.002344,               0.002344,               0.002344
                    118,                 1.0852,                0.63983,                  1.164,                0.77497,                0.71597,                0.80383,                0.51342,                 1.2777,                0.78076,                 1.2648,               0.002278,               0.002278,               0.002278
                    119,                  1.069,                0.62962,                 1.1559,                0.75405,                0.73616,                0.80474,                 0.5133,                 1.2818,                0.78127,                 1.2686,               0.002212,               0.002212,               0.002212
                    120,                 1.0802,                0.63348,                 1.1582,                0.75418,                0.73096,                0.80179,                0.51277,                 1.2836,                0.78295,                 1.2727,               0.002146,               0.002146,               0.002146
                    121,                 1.0804,                0.63926,                 1.1551,                0.77009,                0.71237,                0.80067,                0.51155,                 1.2821,                0.78717,                 1.2697,                0.00208,                0.00208,                0.00208
                    122,                 1.0803,                0.63687,                 1.1589,                0.76324,                0.72776,                0.80398,                 0.5126,                 1.2846,                0.78594,                 1.2689,               0.002014,               0.002014,               0.002014
                    123,                 1.0796,                0.63767,                 1.1591,                0.77548,                0.71717,                0.80107,                0.51023,                 1.2841,                0.79264,                 1.2704,               0.001948,               0.001948,               0.001948
                    124,                 1.0739,                0.63388,                  1.152,                0.75795,                0.72604,                0.79838,                0.50828,                 1.2869,                0.79676,                 1.2734,               0.001882,               0.001882,               0.001882
                    125,                 1.0866,                 0.6384,                 1.1571,                0.78076,                0.70498,                0.79864,                0.51067,                 1.2832,                0.79387,                  1.271,               0.001816,               0.001816,               0.001816
                    126,                 1.0537,                0.62025,                 1.1451,                0.77423,                0.71057,                0.79939,                0.51099,                 1.2828,                0.79603,                 1.2689,                0.00175,                0.00175,                0.00175
                    127,                 1.0774,                0.63583,                 1.1505,                0.77082,                0.72077,                0.80132,                 0.5112,                   1.28,                0.78773,                 1.2673,               0.001684,               0.001684,               0.001684
                    128,                 1.0563,                0.62292,                 1.1527,                0.76519,                0.72836,                0.80159,                0.51137,                 1.2814,                0.78867,                 1.2706,               0.001618,               0.001618,               0.001618
                    129,                 1.0582,                0.62032,                 1.1514,                0.77022,                0.72976,                0.80007,                0.50968,                 1.2855,                0.78986,                 1.2735,               0.001552,               0.001552,               0.001552
                    130,                 1.0655,                0.62362,                 1.1496,                0.77906,                0.72157,                0.80268,                0.51072,                 1.2849,                0.78798,                 1.2714,               0.001486,               0.001486,               0.001486
                    131,                 1.0689,                0.62399,                 1.1516,                0.77353,                0.72095,                0.80093,                0.51077,                 1.2857,                0.78851,                 1.2677,                0.00142,                0.00142,                0.00142
                    132,                 1.0478,                0.61711,                 1.1431,                0.77639,                0.71677,                 0.8004,                0.51034,                 1.2868,                0.78942,                 1.2664,               0.001354,               0.001354,               0.001354
                    133,                 1.0457,                0.61148,                 1.1437,                0.78297,                0.71137,                0.80087,                0.50945,                 1.2895,                0.78923,                 1.2713,               0.001288,               0.001288,               0.001288
                    134,                 1.0557,                0.61394,                 1.1426,                0.77554,                0.71754,                0.80136,                0.50898,                 1.2896,                0.78595,                 1.2711,               0.001222,               0.001222,               0.001222
                    135,                 1.0549,                0.61542,                 1.1453,                0.77109,                0.72176,                0.80003,                0.50867,                 1.2906,                0.78864,                 1.2715,               0.001156,               0.001156,               0.001156
                    136,                 1.0554,                0.61345,                 1.1429,                0.77313,                0.72057,                0.80083,                0.50823,                 1.2909,                0.78811,                 1.2706,                0.00109,                0.00109,                0.00109
                    137,                 1.0524,                 0.6066,                 1.1405,                0.77099,                0.72457,                0.80036,                0.50814,                 1.2899,                0.79135,                 1.2711,               0.001024,               0.001024,               0.001024
                    138,                 1.0433,                0.60853,                 1.1458,                0.77678,                0.72037,                0.80152,                0.50867,                  1.292,                0.78887,                  1.274,               0.000958,               0.000958,               0.000958
                    139,                 1.0506,                0.61115,                 1.1437,                0.77502,                 0.7161,                0.80142,                0.50902,                 1.2906,                0.79032,                 1.2731,               0.000892,               0.000892,               0.000892
                    140,                 1.0346,                0.60259,                  1.136,                0.77375,                0.71337,                0.80026,                0.50894,                 1.2911,                0.79472,                 1.2743,               0.000826,               0.000826,               0.000826
                    141,                 1.0634,                0.58885,                 1.1431,                0.76148,                0.72377,                0.79879,                0.50752,                 1.2931,                0.79383,                  1.277,                0.00076,                0.00076,                0.00076
                    142,                 1.0391,                0.56901,                 1.1316,                0.76607,                0.72217,                0.79853,                0.50812,                 1.2926,                0.79096,                 1.2777,               0.000694,               0.000694,               0.000694
                    143,                 1.0415,                 0.5715,                 1.1313,                 0.7655,                0.72117,                0.79833,                 0.5076,                 1.2923,                0.79094,                 1.2786,               0.000628,               0.000628,               0.000628
                    144,                 1.0386,                0.57408,                 1.1343,                0.76593,                0.72097,                0.79757,                0.50748,                 1.2926,                0.79148,                 1.2796,               0.000562,               0.000562,               0.000562
                    145,                 1.0301,                0.56733,                 1.1353,                0.76837,                0.71817,                0.79651,                0.50661,                 1.2944,                0.79195,                 1.2814,               0.000496,               0.000496,               0.000496
                    146,                 1.0405,                 0.5751,                 1.1385,                0.77126,                0.71437,                0.79589,                0.50616,                 1.2938,                0.79367,                 1.2818,                0.00043,                0.00043,                0.00043
                    147,                 1.0256,                0.56318,                 1.1283,                0.76627,                 0.7182,                0.79577,                 0.5061,                 1.2954,                  0.795,                 1.2831,               0.000364,               0.000364,               0.000364
                    148,                 1.0333,                0.56368,                 1.1342,                0.76822,                0.71617,                0.79571,                0.50608,                 1.2967,                0.79617,                 1.2848,               0.000298,               0.000298,               0.000298
                    149,                 1.0182,                0.55521,                 1.1272,                0.76729,                0.71637,                0.79516,                0.50547,                 1.2961,                0.79794,                 1.2851,               0.000232,               0.000232,               0.000232
                    150,                 1.0243,                0.55935,                 1.1255,                0.76409,                0.71737,                0.79486,                0.50542,                 1.2965,                0.79823,                 1.2847,               0.000166,               0.000166,               0.000166
